Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Latest,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",IV,Delta,Time
NKTR,56.62,2026-06-18,10,Call,50.00,+11.69%,5.7,7.4,8.4,655,131,5,74.89%,66.97%,0.882218,2026-06-08
CEG,250.67,2026-09-18,102,Call,280.00,-11.70%,15.8,17.94,17.6,1473,296,4.98,49.54%,50.81%,0.401884,2026-06-08
JNJ,232.16,2026-09-18,102,Put,250.00,+7.68%,21.65,21.77,22.55,1593,320,4.98,24.68%,23.12%,-0.701144,2026-06-08
AAPL,301.54,2026-06-15,7,Put,310.00,+2.81%,9.35,10,10.3,1656,333,4.97,24.39%,26.68%,-0.765524,2026-06-08
LUNR,29.74,2026-06-12,4,Call,31.00,-4.24%,1.4,1.5,1.58,868,175,4.96,127.09%,162.36%,0.437293,2026-06-08
AMD,490.33,2026-06-12,4,Put,492.50,+0.44%,18.45,18.9,18.85,1585,321,4.94,71.31%,85.97%,-0.500211,2026-06-08
TSLA,408.95,2026-06-12,4,Call,412.50,-0.87%,7.9,7.95,8.05,5659,1147,4.93,47.51%,55.83%,0.455458,2026-06-08
CPNG,15.18,2026-06-12,4,Put,15.50,+2.11%,0.59,0.65,0.66,1403,285,4.92,59.47%,70.32%,-0.595854,2026-06-08
ASTS,92.06,2026-06-12,4,Call,107.00,-16.23%,1.29,1.36,1.45,1391,284,4.9,115.50%,148.46%,0.187404,2026-06-08
EVC,9.09,2026-11-20,165,Call,5.00,+44.99%,4.5,4.7,5.1,1505,307,4.9,104.78%,122.72%,0.868252,2026-06-08
MU,949.28,2028-06-16,739,Put,"1,280.00",+34.84%,628,634.42,646,601,123,4.89,101.26%,87.07%,-0.351924,2026-06-08
BKD,11.87,2026-10-16,130,Put,11.00,-7.33%,0.65,0.75,0.9,900,184,4.89,42.45%,40.62%,-0.345415,2026-06-08
MRVL,288.85,2026-09-18,102,Call,300.00,-3.86%,60.4,61,61.5,5535,1132,4.89,106.04%,106.55%,0.59168,2026-06-08
TSLA,408.95,2026-06-10,2,Call,392.50,+4.02%,17.5,17.65,18.05,2517,516,4.88,47.51%,53.89%,0.854111,2026-06-08
MRVL,288.85,2026-06-12,4,Put,292.50,+1.26%,16.85,16.95,17.6,724,149,4.86,106.04%,126.86%,-0.510306,2026-06-08
CRWV,102.37,2026-07-17,39,Call,115.00,-12.34%,7.05,7.15,7.25,20431,4209,4.85,88.93%,87.28%,0.400811,2026-06-08
SNOW,240.45,2026-12-18,193,Put,270.00,+12.29%,60.05,60.58,61.75,611,127,4.81,59.02%,64.97%,-0.494825,2026-06-08
TSLA,408.95,2026-06-15,7,Call,407.50,+0.35%,12,12.32,12.55,621,129,4.81,47.51%,50.52%,0.538125,2026-06-08
MU,949.28,2026-06-12,4,Call,"1,245.00",-31.15%,0.4,0.95,1.11,594,124,4.79,101.26%,119.97%,0.018166,2026-06-08
BULL,5.67,2026-07-24,46,Call,5.00,+11.82%,0.92,0.97,1.11,958,200,4.79,66.88%,80.81%,0.725145,2026-06-08
UAMY,7.81,2026-06-12,4,Call,8.00,-2.43%,0.3,0.32,0.4,1058,221,4.79,117.63%,132.54%,0.459761,2026-06-08
GOOG,361.17,2026-06-12,4,Call,385.00,-6.60%,0.38,0.38,0.4,6919,1447,4.78,31.36%,38.95%,0.062075,2026-06-08
CHKP,129.28,2026-06-18,10,Call,140.00,-8.29%,0.3,1.02,1.15,1635,343,4.77,42.46%,44.53%,0.151379,2026-06-08
MU,949.28,2026-06-12,4,Call,925.00,+2.56%,56.95,57.52,58.6,1836,385,4.77,101.26%,113.47%,0.610581,2026-06-08
TE,9.13,2026-06-12,4,Call,10.50,-15.01%,0.15,0.2,0.2,2680,562,4.77,143.58%,156.25%,0.22046,2026-06-08
QBTS,25.83,2026-06-12,4,Call,26.50,-2.59%,0.99,1,1.06,1657,348,4.76,107.99%,121.72%,0.446632,2026-06-08
VALE,14.99,2026-09-18,102,Call,10.00,+33.29%,5,5.15,5.25,5500,1155,4.76,35.75%,67.83%,0.907249,2026-06-08
TSLA,408.95,2026-06-10,2,Call,430.00,-5.15%,0.78,0.79,0.82,10583,2223,4.76,47.51%,53.17%,0.105516,2026-06-08
NVDA,208.64,2026-06-10,2,Put,200.00,-4.14%,0.35,0.36,0.36,19934,4195,4.75,39.98%,46.05%,-0.103245,2026-06-08
MMM,153.85,2026-06-12,4,Call,152.50,+0.88%,3,3.8,3.35,616,130,4.74,31.61%,37.92%,0.59718,2026-06-08
CBRS,237.83,2026-06-12,4,Call,250.00,-5.12%,8.7,9.5,10.2,1598,337,4.74,117.20%,144.55%,0.400686,2026-06-08
QBTS,25.83,2026-06-12,4,Put,25.50,-1.28%,1.08,1.15,1.23,1087,230,4.73,107.99%,123.04%,-0.433766,2026-06-08
USB,55.35,2026-06-12,4,Put,55.00,-0.63%,0.48,0.52,0.65,519,110,4.72,30.74%,31.54%,-0.417282,2026-06-08
SKM,39.64,2026-07-17,39,Put,30.00,-24.32%,0.2,0.52,0.95,732,155,4.72,80.51%,76.89%,-0.107484,2026-06-08
INTC,110.27,2026-06-12,4,Call,111.00,-0.66%,4.2,4.3,4.3,7236,1533,4.72,83.82%,99.36%,0.496745,2026-06-08
MRVL,288.85,2026-06-12,4,Call,300.00,-3.86%,10.5,10.75,11,25184,5346,4.71,106.04%,127.43%,0.415132,2026-06-08
COF,180.39,2026-06-12,4,Call,182.50,-1.17%,1.85,2.5,2.25,697,148,4.71,33.78%,39.23%,0.398262,2026-06-08
DUOL,117.96,2026-06-12,4,Call,130.00,-10.21%,0.55,0.58,0.75,541,115,4.7,68.51%,80.52%,0.134305,2026-06-08
CIFR,24.29,2026-06-26,18,Call,27.50,-13.22%,1.07,1.1,1.39,837,178,4.7,107.72%,109.44%,0.35125,2026-06-08
MU,949.28,2026-06-12,4,Put,940.00,-0.98%,39.35,40.37,40.55,4393,936,4.69,101.26%,113.11%,-0.442392,2026-06-08
AAPL,301.54,2026-06-12,4,Put,312.50,+3.63%,11.4,11.7,11.8,5922,1267,4.67,24.39%,31.42%,-0.857575,2026-06-08
GLXY,30.51,2026-07-17,39,Call,40.00,-31.10%,1.39,1.6,1.61,7049,1509,4.67,103.30%,105.50%,0.273748,2026-06-08
NBIS,218,2026-06-18,10,Put,217.50,-0.23%,17.15,16.55,18.2,775,166,4.67,114.21%,125.60%,-0.452704,2026-06-08
CRML,10.11,2026-06-12,4,Call,10.50,-3.86%,0.3,0.37,0.4,909,195,4.66,114.42%,121.02%,0.408144,2026-06-08
TSLA,408.95,2026-06-15,7,Call,405.00,+0.97%,13.3,13.66,13.8,1016,218,4.66,47.51%,50.32%,0.573043,2026-06-08
TTD,19.43,2026-06-12,4,Call,20.50,-5.51%,0.23,0.24,0.24,1441,310,4.65,68.71%,75.41%,0.262819,2026-06-08
TSLA,408.95,2026-06-15,7,Call,415.00,-1.48%,8.65,8.9,9,918,198,4.64,47.51%,50.45%,0.434344,2026-06-08
OSCR,27.39,2026-06-18,10,Call,26.00,+5.07%,2.28,2.41,2.5,2179,470,4.64,83.67%,89.92%,0.666801,2026-06-08
SPG,207.34,2026-06-18,10,Call,190.00,+8.36%,16.4,17.1,17.9,1208,261,4.63,22.49%,0.00%,0,2026-06-08
QBTS,25.83,2026-06-12,4,Call,25.50,+1.28%,1.41,1.48,1.52,1418,306,4.63,107.99%,120.26%,0.56681,2026-06-08
DVN,45.08,2026-06-12,4,Call,47.00,-4.26%,0.2,0.23,0.24,6441,1395,4.62,40.10%,44.61%,0.193138,2026-06-08
ADT,6.67,2026-07-17,39,Call,7.00,-4.95%,0.05,0.1,0.15,1093,237,4.61,34.63%,25.51%,0.296577,2026-06-08
BABA,120.07,2026-06-12,4,Put,112.00,-6.72%,0.25,0.3,0.31,666,145,4.59,39.70%,51.03%,-0.09172,2026-06-08
HLIT,14.09,2026-07-17,39,Call,12.50,+11.28%,2.45,2.55,2.6,2421,527,4.59,87.80%,91.24%,0.713621,2026-06-08
NVTS,24.48,2026-09-18,102,Call,36.00,-47.06%,3.7,3.65,3.9,3609,788,4.58,133.30%,133.56%,0.429081,2026-06-08
GOOG,361.17,2026-06-12,4,Call,362.50,-0.37%,4.85,4.9,5.05,2293,502,4.57,31.36%,36.59%,0.473234,2026-06-08
MU,949.28,2026-06-18,10,Call,930.00,+2.03%,73.9,72.21,75.8,2681,588,4.56,101.26%,103.74%,0.583571,2026-06-08
INTC,110.27,2026-06-12,4,Call,112.00,-1.57%,3.8,3.84,3.9,13430,2947,4.56,83.82%,100.19%,0.463051,2026-06-08
GME,22.26,2026-09-18,102,Call,34.00,-52.74%,0.24,0.48,0.54,1356,298,4.55,40.65%,62.06%,0.123077,2026-06-08
TSLA,408.95,2026-06-10,2,Call,425.00,-3.92%,1.32,1.33,1.37,10379,2285,4.54,47.51%,51.94%,0.164279,2026-06-08
AMZN,245.22,2026-06-15,7,Put,235.00,-4.17%,1,1.14,1.37,571,126,4.53,32.29%,34.98%,-0.179867,2026-06-08
ELF,52.28,2026-06-12,4,Call,53.00,-1.38%,1.16,1.43,1.37,680,150,4.53,64.19%,72.36%,0.445333,2026-06-08
META,585.39,2026-06-10,2,Call,600.00,-2.50%,1.95,2.05,2.1,2882,638,4.52,34.56%,40.10%,0.209065,2026-06-08
TCOM,47.21,2026-07-17,39,Call,50.00,-5.91%,1.4,1.9,2,1071,238,4.5,44.93%,45.20%,0.379304,2026-06-08
MSFT,411.74,2026-06-10,2,Put,412.50,+0.18%,4.3,4.44,4.6,1353,301,4.5,30.70%,33.59%,-0.522671,2026-06-08
AMZN,245.22,2026-06-10,2,Call,252.50,-2.97%,0.39,0.42,0.43,3204,712,4.5,32.29%,34.64%,0.131288,2026-06-08
GOOG,361.17,2026-06-12,4,Call,380.00,-5.21%,0.69,0.73,0.73,8584,1907,4.5,31.36%,37.89%,0.105264,2026-06-08
NVTS,24.48,2026-06-12,4,Call,25.50,-4.17%,1.11,1.27,1.27,638,142,4.49,133.30%,157.94%,0.435706,2026-06-08
RKLB,113.65,2026-07-17,39,Call,190.00,-67.18%,1.21,1.68,2.18,749,167,4.49,103.79%,107.90%,0.102134,2026-06-08
CLSK,16.52,2026-07-02,24,Call,15.50,+6.17%,2.01,2.12,2.45,800,178,4.49,100.14%,101.05%,0.649792,2026-06-08
TSLA,408.95,2026-06-15,7,Put,390.00,-4.63%,4.25,4.3,4.4,1550,345,4.49,47.51%,51.94%,-0.240647,2026-06-08
AVGO,396.6,2026-06-10,2,Call,415.00,-4.64%,1,1.09,1.14,835,187,4.47,46.91%,54.36%,0.135012,2026-06-08
BABA,120.07,2026-06-12,4,Call,123.00,-2.44%,0.87,0.91,0.95,1033,231,4.47,39.70%,40.37%,0.291703,2026-06-08
INTC,110.27,2026-06-12,4,Call,110.00,+0.24%,4.65,4.7,4.75,28889,6478,4.46,83.82%,98.87%,0.531379,2026-06-08
AAPL,301.54,2026-06-12,4,Put,297.50,-1.34%,2.42,2.48,2.54,5690,1280,4.45,24.39%,33.83%,-0.341872,2026-06-08
APLD,40.94,2026-06-12,4,Call,44.50,-8.70%,0.65,0.72,0.8,667,150,4.45,102.25%,113.36%,0.261405,2026-06-08
DOW,34.2,2026-07-10,32,Put,31.00,-9.36%,0.33,0.72,0.92,531,120,4.43,45.23%,46.50%,-0.216801,2026-06-08
AMD,490.33,2026-06-12,4,Call,500.00,-1.97%,13.25,13.45,13.45,13601,3069,4.43,71.31%,85.56%,0.43296,2026-06-08
AVGO,396.6,2026-06-10,2,Call,395.00,+0.40%,6.75,7.25,8,530,120,4.42,46.91%,55.70%,0.54878,2026-06-08
FSLY,19.38,2026-06-12,4,Call,20.00,-3.20%,0.4,0.57,0.75,955,217,4.4,92.06%,102.97%,0.407255,2026-06-08
AAOI,196.64,2026-06-12,4,Call,197.50,-0.44%,12.5,13,14.5,606,138,4.39,147.86%,169.00%,0.526323,2026-06-08
MRVL,288.85,2026-07-17,39,Call,480.00,-66.18%,6.6,6.7,6.95,3977,907,4.38,106.04%,120.05%,0.13825,2026-06-08
DELL,400.77,2026-09-18,102,Put,250.00,-37.62%,8.55,8.85,9.45,523,120,4.36,74.92%,81.72%,-0.092245,2026-06-08
GEMI,4.81,2026-06-12,4,Put,4.50,-6.44%,0.05,0.16,0.4,536,123,4.36,103.11%,185.33%,-0.329175,2026-06-08
CPNG,15.18,2026-06-12,4,Call,16.50,-8.70%,0.08,0.14,0.16,554,127,4.36,59.47%,81.89%,0.177414,2026-06-08
SHOP,110.78,2026-06-12,4,Call,117.00,-5.61%,0.98,1.01,1.06,942,216,4.36,57.60%,67.41%,0.231692,2026-06-08
ASTS,92.06,2026-06-12,4,Call,94.00,-2.11%,4.5,4.62,4.75,955,219,4.36,115.50%,142.36%,0.474971,2026-06-08
FSLY,19.38,2026-06-12,4,Put,20.00,+3.20%,1.15,1.3,1.4,2130,489,4.36,92.06%,114.01%,-0.57993,2026-06-08
PLTR,136.47,2026-06-12,4,Call,136.00,+0.34%,3.35,3.45,3.5,3311,760,4.36,49.41%,55.49%,0.537958,2026-06-08
LITE,895.4,2026-06-18,10,Call,920.00,-2.75%,45.4,49.47,54,639,147,4.35,98.83%,101.64%,0.471654,2026-06-08
TSLA,408.95,2026-06-12,4,Put,405.00,-0.97%,7.4,7.55,7.55,9248,2125,4.35,47.51%,55.21%,-0.419732,2026-06-08
ANET,156.4,2026-06-26,18,Put,131.00,-16.24%,0.9,0.99,1.32,864,199,4.34,55.51%,65.74%,-0.097107,2026-06-08
AAOI,196.64,2026-06-12,4,Call,195.00,+0.83%,14,15.13,15.6,1188,274,4.34,147.86%,170.53%,0.555041,2026-06-08
OSCR,27.39,2026-06-26,18,Call,27.00,+1.42%,2.17,2.35,2.35,865,200,4.33,83.67%,84.60%,0.571349,2026-06-08
MU,949.28,2026-06-12,4,Call,900.00,+5.19%,72.5,73.55,74.25,8765,2028,4.32,101.26%,114.58%,0.694182,2026-06-08
INTC,110.27,2026-06-12,4,Put,110.00,-0.24%,4.4,4.5,4.5,11948,2765,4.32,83.82%,100.09%,-0.468696,2026-06-08
ELF,52.28,2026-06-12,4,Call,55.00,-5.20%,0.61,0.65,0.87,789,183,4.31,64.19%,79.15%,0.2857,2026-06-08
ASST,15.21,2026-06-12,4,Call,16.00,-5.19%,0.34,0.37,0.4,960,223,4.3,104.54%,106.35%,0.346178,2026-06-08
IREN,59.19,2026-06-12,4,Call,57.00,+3.70%,4.05,4.05,4.3,1780,415,4.29,108.93%,121.18%,0.642002,2026-06-08
ANET,156.4,2027-01-15,221,Call,210.00,-34.27%,13.6,14.9,15,2478,578,4.29,55.51%,59.97%,0.363487,2026-06-08
CAR,179.1,2026-06-12,4,Call,200.00,-11.67%,0.95,0.95,1,4256,991,4.29,67.57%,87.61%,0.124394,2026-06-08
RDW,18.57,2026-08-21,74,Call,39.00,-110.02%,1.05,1.15,1.3,1066,249,4.28,139.32%,147.91%,0.220659,2026-06-08
MU,949.28,2026-06-12,4,Put,945.00,-0.45%,41.75,42.61,43,3344,783,4.27,101.26%,112.95%,-0.460151,2026-06-08
ABBV,223.07,2026-09-18,102,Call,280.00,-25.52%,1.36,1.66,1.91,1193,280,4.26,28.47%,31.35%,0.099739,2026-06-08
SCHW,88.08,2026-06-12,4,Put,86.00,-2.36%,0.56,0.63,0.69,1155,272,4.25,31.76%,39.55%,-0.27318,2026-06-08
AMD,490.33,2026-06-12,4,Put,490.00,-0.07%,17.15,17.7,17.5,5016,1184,4.24,71.31%,85.90%,-0.477655,2026-06-08
CBRS,237.83,2026-06-12,4,Call,400.00,-68.19%,0.1,0.26,0.4,768,181,4.24,117.20%,215.29%,0.014191,2026-06-08
GOOGL,363.31,2026-06-12,4,Call,362.50,+0.22%,5.95,6.16,6.25,1082,255,4.24,32.10%,37.06%,0.534469,2026-06-08
CYPH,0.7082,2026-07-17,39,Call,1.0000,-41.20%,0.1,0.1,0.15,1445,341,4.24,225.14%,225.04%,0.461791,2026-06-08
PYPL,41.26,2026-06-12,4,Put,40.50,-1.84%,0.29,0.35,0.35,512,121,4.23,35.35%,37.00%,-0.306718,2026-06-08
PL,32.74,2026-06-12,4,Call,38.00,-16.07%,0.35,0.35,0.4,673,159,4.23,110.23%,134.93%,0.163195,2026-06-08
META,585.39,2026-06-10,2,Put,585.00,-0.07%,6.4,6.6,6.7,1447,342,4.23,34.56%,39.29%,-0.483055,2026-06-08
AMBA,68.72,2026-06-12,4,Call,70.00,-1.86%,1.8,2.2,2.4,506,120,4.22,74.30%,92.57%,0.445152,2026-06-08
SATS,116.62,2026-06-12,4,Call,120.00,-2.90%,4.4,4.71,5.2,1546,366,4.22,93.80%,128.19%,0.443189,2026-06-08
FCX,63.91,2026-06-18,10,Put,57.00,-10.81%,0.36,0.47,0.62,3067,727,4.22,57.74%,65.79%,-0.133161,2026-06-08
NBIS,218,2026-06-12,4,Call,232.50,-6.65%,6.7,6.8,6.95,508,121,4.2,114.21%,135.78%,0.352259,2026-06-08
AVGO,396.6,2026-06-12,4,Put,382.50,-3.56%,3.5,3.9,4.35,941,224,4.2,46.91%,57.60%,-0.262573,2026-06-08
META,585.39,2026-06-12,4,Put,545.00,-6.90%,0.93,1.01,1.01,1089,259,4.2,34.56%,47.94%,-0.072658,2026-06-08
GOOGL,363.31,2026-06-12,4,Put,352.50,-2.98%,1.62,1.89,1.77,1613,384,4.2,32.10%,36.96%,-0.209342,2026-06-08
LULU,117.55,2026-06-12,4,Call,116.00,+1.32%,3.25,3.5,3.5,788,188,4.19,44.96%,51.20%,0.61099,2026-06-08
SMCI,43.99,2026-08-21,74,Put,44.00,+0.02%,6.75,6.8,7.1,1059,253,4.19,84.37%,90.26%,-0.414479,2026-06-08
NOK,14.59,2026-06-12,4,Call,15.00,-2.81%,0.4,0.41,0.41,24363,5830,4.18,81.14%,94.83%,0.410357,2026-06-08
MRVL,288.85,2026-06-12,4,Call,350.00,-21.17%,1.94,2,2.06,17471,4185,4.17,106.04%,138.50%,0.105769,2026-06-08
PCG,16.48,2026-06-12,4,Put,16.00,-2.91%,0.02,0.14,0.18,1446,347,4.17,29.62%,40.91%,-0.236576,2026-06-08
APLD,40.94,2026-09-18,102,Put,33.00,-19.39%,4.35,4.6,4.9,508,122,4.16,102.25%,105.94%,-0.248246,2026-06-08
SNDK,1642,2026-06-12,4,Put,"1,325.00",-19.31%,6.3,7.51,7.9,558,134,4.16,103.89%,141.28%,-0.063402,2026-06-08
UNH,406.57,2026-06-12,4,Call,422.50,-3.92%,1.33,1.35,1.65,616,148,4.16,34.70%,38.14%,0.17388,2026-06-08
C,133.28,2026-06-12,4,Call,139.00,-4.29%,0.45,0.51,0.55,948,228,4.16,35.79%,40.69%,0.168376,2026-06-08
MSFT,411.74,2026-06-12,4,Call,417.50,-1.40%,3.75,3.95,3.95,2361,567,4.16,30.70%,36.21%,0.367033,2026-06-08
CRDO,222.27,2026-06-12,4,Put,225.00,+1.23%,12.4,12.9,13.9,534,129,4.14,107.06%,126.22%,-0.509557,2026-06-08
QBTS,25.83,2026-06-18,10,Put,25.50,-1.28%,1.62,1.75,1.79,852,206,4.14,107.99%,110.90%,-0.433994,2026-06-08
UEC,12.61,2026-06-12,4,Call,14.00,-11.02%,0.17,0.17,0.22,1783,431,4.14,89.62%,121.21%,0.224335,2026-06-08
USAR,22.21,2026-07-17,39,Call,28.00,-26.07%,1.22,1.2,1.33,2014,487,4.14,106.23%,104.52%,0.310046,2026-06-08
USAR,22.21,2026-06-12,4,Call,26.00,-17.06%,0.14,0.14,0.2,937,227,4.13,106.23%,123.80%,0.125502,2026-06-08
APLD,40.94,2026-06-12,4,Call,47.00,-14.80%,0.3,0.34,0.35,1620,394,4.11,102.25%,114.19%,0.137696,2026-06-08
NVDA,208.64,2026-06-17,9,Put,207.50,-0.55%,4.5,4.58,4.75,634,155,4.09,39.98%,40.31%,-0.448458,2026-06-08
INTC,110.27,2026-06-12,4,Call,125.00,-13.36%,0.8,0.83,0.83,18282,4474,4.09,83.82%,104.77%,0.138893,2026-06-08
AAPL,301.54,2026-06-12,4,Put,300.00,-0.51%,3.35,3.36,3.4,20639,5063,4.08,24.39%,32.98%,-0.430861,2026-06-08
TSLA,408.95,2026-07-24,46,Call,450.00,-10.04%,13.65,14.84,15.4,549,135,4.07,47.51%,49.66%,0.334351,2026-06-08
AMD,490.33,2026-06-12,4,Call,640.00,-30.52%,0.06,0.13,0.14,822,202,4.07,71.31%,99.60%,0.006239,2026-06-08
BE,253.57,2026-07-17,39,Put,240.00,-5.35%,27.75,28.25,28.75,2040,501,4.07,109.55%,109.50%,-0.366345,2026-06-08
RBLX,42.3,2026-06-12,4,Call,44.00,-4.02%,0.68,0.8,0.81,1205,297,4.06,70.79%,79.50%,0.334642,2026-06-08
BE,253.57,2026-06-12,4,Put,207.50,-18.17%,1.86,2.24,2.37,526,130,4.05,109.55%,159.17%,-0.098712,2026-06-08
SNDK,1642,2026-06-12,4,Call,"1,700.00",-3.53%,53.9,53.8,57,2087,515,4.05,103.89%,116.04%,0.412233,2026-06-08
BMNR,16.85,2026-06-12,4,Call,18.50,-9.79%,0.13,0.14,0.14,5292,1306,4.05,80.72%,88.49%,0.168965,2026-06-08
TSLA,408.95,2026-06-12,4,Call,397.50,+2.80%,16.3,16.61,16.65,6004,1484,4.05,47.51%,56.87%,0.696218,2026-06-08
CRWD,658.79,2026-06-12,4,Put,590.00,-10.44%,0.9,1.23,1.26,655,162,4.04,51.95%,67.12%,-0.053707,2026-06-08
MU,949.28,2026-06-12,4,Call,905.00,+4.66%,69.05,66.65,70.9,872,216,4.04,101.26%,114.04%,0.678368,2026-06-08
INTC,110.27,2026-06-26,18,Call,112.00,-1.57%,7.45,7.8,7.9,1006,249,4.04,83.82%,85.84%,0.5086,2026-06-08
UUUU,15.21,2026-06-12,4,Call,16.50,-8.48%,0.19,0.2,0.22,593,147,4.03,89.15%,99.29%,0.233443,2026-06-08
MRVL,288.85,2026-06-12,4,Call,307.50,-6.46%,8.15,8.6,8.75,1023,254,4.03,106.04%,128.99%,0.347142,2026-06-08
AAOI,196.64,2026-06-12,4,Call,300.00,-52.56%,0.4,0.75,0.95,1270,315,4.03,147.86%,216.87%,0.040471,2026-06-08
BMNR,16.85,2026-06-18,10,Call,16.00,+5.04%,1.36,1.41,1.47,2173,539,4.03,80.72%,84.83%,0.671992,2026-06-08
MDLN,33.8,2026-06-18,10,Call,35.00,-3.55%,0.45,0.67,2.05,712,177,4.02,49.83%,78.11%,0.421702,2026-06-08
NRIX,15.64,2026-06-18,10,Call,18.00,-15.09%,0.35,0.39,1.5,816,203,4.02,111.69%,169.01%,0.359788,2026-06-08
CLSK,16.52,2026-06-12,4,Call,19.50,-18.04%,0.08,0.1,0.11,847,211,4.01,100.14%,118.76%,0.102277,2026-06-08
IREN,59.19,2026-06-12,4,Call,59.00,+0.32%,3,3.1,3.2,2352,587,4.01,108.93%,121.35%,0.536635,2026-06-08
META,585.39,2026-06-10,2,Call,595.00,-1.64%,3.05,3.3,3.3,1032,258,4,34.56%,39.67%,0.296717,2026-06-08
ARM,346.39,2026-06-12,4,Put,340.00,-1.84%,12.75,13.51,14.65,2074,519,4,94.90%,117.00%,-0.414497,2026-06-08
TSLA,408.95,2026-06-10,2,Call,432.50,-5.76%,0.62,0.62,0.64,2801,700,4,47.51%,54.16%,0.085107,2026-06-08
AAPL,301.54,2026-06-12,4,Put,310.00,+2.81%,9.4,9.54,9.6,12720,3182,4,24.39%,31.28%,-0.795328,2026-06-08
MSFT,411.74,2026-06-12,4,Call,420.00,-2.01%,3,3.05,3.1,6380,1600,3.99,30.70%,36.28%,0.309867,2026-06-08
TSM,426.8,2026-09-18,102,Call,650.00,-52.30%,5.7,6.14,6.55,1414,354,3.99,49.48%,56.94%,0.111121,2026-06-08
NVO,41.02,2026-06-12,4,Put,40.00,-2.49%,0.36,0.39,0.4,1838,462,3.98,40.67%,46.13%,-0.295963,2026-06-08
APLD,40.94,2026-06-12,4,Put,36.50,-10.85%,0.4,0.44,0.51,524,132,3.97,102.25%,118.43%,-0.160631,2026-06-08
FSLR,275.39,2026-08-21,74,Put,270.00,-1.96%,32,32.45,33.9,1073,270,3.97,75.97%,74.93%,-0.40363,2026-06-08
CRCL,82.53,2026-06-12,4,Put,78.00,-5.49%,1.38,1.44,1.5,1577,398,3.96,86.82%,96.10%,-0.269283,2026-06-08
RIVN,16.84,2026-07-17,39,Call,23.00,-36.58%,0.05,0.29,0.32,537,136,3.95,67.49%,70.00%,0.109223,2026-06-08
TSLA,408.95,2026-06-18,10,Put,407.50,-0.35%,12.75,12.89,13,2056,521,3.95,47.51%,51.08%,-0.462683,2026-06-08
GLW,187.54,2026-09-18,102,Put,150.00,-20.02%,12.65,13.04,13.35,6218,1576,3.95,80.31%,80.60%,-0.225023,2026-06-08
VST,146.9,2026-08-21,74,Put,110.00,-25.12%,1.75,1.95,2.18,6756,1712,3.95,52.61%,56.62%,-0.099397,2026-06-08
PRGO,11.61,2026-08-21,74,Put,10.00,-13.87%,0.35,0.35,0.7,5006,1269,3.94,58.16%,58.04%,-0.25071,2026-06-08
BILL,35.14,2026-06-12,4,Put,31.00,-11.78%,0,0.1,0.35,500,127,3.94,57.73%,97.21%,-0.099164,2026-06-08
AAPL,301.54,2026-06-15,7,Call,317.50,-5.29%,0.5,0.59,0.6,560,142,3.94,24.39%,28.27%,0.099966,2026-06-08
PLTR,136.47,2026-06-18,10,Put,137.00,+0.39%,4.7,4.88,4.95,2617,664,3.94,49.41%,51.17%,-0.497733,2026-06-08
MU,949.28,2028-06-16,739,Put,"1,040.00",+9.56%,454,460.17,472,605,154,3.93,101.26%,87.49%,-0.284653,2026-06-08
AAOI,196.64,2026-06-12,4,Call,205.00,-4.25%,10,10.6,11.5,1127,287,3.93,147.86%,173.37%,0.445712,2026-06-08
IONQ,62.8,2026-06-12,4,Call,62.00,+1.27%,3.45,3.61,3.8,1547,395,3.92,104.31%,122.75%,0.566368,2026-06-08
AMZN,245.22,2026-06-12,4,Call,245.00,+0.09%,3.85,3.95,4.05,3512,897,3.92,32.29%,37.03%,0.521056,2026-06-08
INTC,110.27,2026-06-12,4,Call,102.00,+7.50%,9.65,9.44,10,1952,499,3.91,83.82%,101.79%,0.784683,2026-06-08
GLW,187.54,2026-06-12,4,Call,200.00,-6.64%,2.88,3.04,3.1,3282,840,3.91,80.31%,94.51%,0.275089,2026-06-08
GT,5.8,2026-07-17,39,Call,7.00,-20.69%,0.1,0.11,0.15,7917,2025,3.91,54.38%,63.94%,0.202441,2026-06-08
STX,876.77,2026-06-18,10,Put,720.00,-17.88%,6.5,7.7,8.7,678,174,3.9,86.28%,100.66%,-0.101906,2026-06-08
NBIS,218,2026-11-20,165,Call,220.00,-0.92%,64.15,66.5,67.3,801,206,3.89,114.21%,114.17%,0.653045,2026-06-08
CMG,29.27,2027-06-17,374,Put,30.00,+2.49%,3.65,4.75,4.85,1490,383,3.89,39.83%,37.15%,-0.428483,2026-06-08
AKAM,141.87,2026-08-21,74,Call,160.00,-12.78%,9.8,10.5,10.6,2084,536,3.89,58.34%,64.61%,0.40436,2026-06-08
ELF,52.28,2026-06-12,4,Call,57.00,-9.03%,0.28,0.35,0.37,524,135,3.88,64.19%,77.25%,0.153025,2026-06-08
TONX,3.29,2026-08-21,74,Put,5.00,+51.98%,1.65,2,2.45,1272,328,3.88,187.28%,137.60%,-0.642013,2026-06-08
RKT,12.35,2026-06-12,4,Call,12.50,-1.21%,0.25,0.3,0.3,2690,694,3.88,61.28%,66.06%,0.446595,2026-06-08
AVGO,396.6,2026-06-12,4,Call,420.00,-5.90%,2.15,2.19,2.3,6356,1639,3.88,46.91%,57.17%,0.178088,2026-06-08
